km_start,km_end,typ_trav,typ_rail,qualite_acier,rayon,groupe,element_standard,frequence,reserve_usure_min,annee,km_a_meuler,longueur,bin
18.616964,18.67043,,,,215.0,119,313FEF11,0.14,-0.0044094999999999,-0.3937053571428481,0.053466000000000236,0.053466000000000236,-1
18.67043,18.705464,Béton,54 E2,R 350 HT,215.0,119,31311211,0.14,-0.0044094999999999,-0.3937053571428481,0.035033999999999565,0.035033999999999565,-1
18.945964,19.012964,Béton,54 E2,R 350 HT,500.0,120,31211211,0.14,0.042646499,3.8077231249999994,0.0,0.06700000000000017,3
19.032202,19.06968,Béton,54 E2,R 350 HT,500.0,128,31211211,0.14,-0.0137099999999999,-1.2241071428571337,0.03747800000000012,0.03747800000000012,-2
19.06968,19.09957,Béton,54 E2,R 350 HT,500.0,128,31211211,0.14,-0.0137099999999999,-1.2241071428571337,0.029889999999998196,0.029889999999998196,-2
19.104593,19.12948,Béton,54 E2,R 350 HT,500.0,51,31211211,0.14,0.0239959999999999,2.1424999999999907,0.0,0.02488699999999966,2
19.09957,19.104452000000002,Béton,54 E2,R 350 HT,500.0,128,31211211,0.14,-0.0137099999999999,-1.2241071428571337,0.004882000000002051,0.004882000000002051,-2
19.12948,19.13936,Béton,54 E2,R 350 HT,500.0,51,31211211,0.14,0.0239959999999999,2.1424999999999907,0.0,0.009879999999999,2
19.13936,19.16883,Béton,54 E2,R 350 HT,500.0,51,31211211,0.14,0.0239959999999999,2.1424999999999907,0.0,0.029469999999999885,2
19.16883,19.196843,Béton,54 E2,R 350 HT,500.0,51,31211211,0.14,0.0239959999999999,2.1424999999999907,0.0,0.028013000000001398,2
19.304593,19.33867,Béton,54 E2,R 350 HT,259.0,52,31311211,0.14,0.041356,3.692499999999999,0.0,0.03407699999999991,3
19.33867,19.366843,Béton,54 E2,,259.0,52,31311F11,0.14,0.041356,3.692499999999999,0.0,0.028172999999998893,3
