ligne;km_db;sect_db;km_fin;sect_fin;longueur;etat;an_d_ref;an_p_ref;typ_voie;typ_rail;an_rail;typ_trav;an_trav;typ_att;typ_bala;d_supers;d_infras;d_geotex;d_draina;p_supers;p_infras;p_draina;remarques;qualite_acier;dur_vie_rest;ac_rail;grave_pss;id;niv_av_acrail;niv_prebalast;niv_voie_ap_2bourr
PC;0;;0;;281;1;2019;2052;Soudée;CFF IV;2019;Béton;2019;Ws;CFF Q1;t;t;f;t;t;f;f;;R 350 HT;97%;t;t;b5ca3a27-0dae-441f-93fe-a7aec8c05953;-750;-450;-10
FMA;16.684;Entrée Cressier;16.965;Sortie Cressier après PN;281;3;1976;2023;Soudée;CFF I;0;;0;;CFF Q1;t;f;f;f;t;t;t;Cressier;R 260;-33%;f;;4d38be01-19b5-4fda-846f-3dcfe0928b08;0;0;0
FMA;0;G7;0;G7;282;1;2017;2050;Soudée;CFF IV;2017;Bois;2017;Ke;CFF Q1;t;t;f;t;t;f;f;;R 350 HT;91%;t;;fff8c712-c865-4f4b-afb5-9015b28ca340;0;0;0
PC;95.74;PN Rouvena;96.04;;300;1;2016;2049;Soudée;CFF I;2014;Acier (bêches longues);2014;Aek;CFF Q1;t;t;f;t;t;f;f;;R 260;88%;t;f;e60f3f6d-9d7f-4448-930d-d38d3c9e3370;0;0;0
CM;0;Montbovon;0;Montbovon;305;1;2018;2051;Soudée;CFF IV;2018;Béton;2018;Ws;CFF Q1;t;t;f;t;t;f;f;Voie 2;R 350 HT;94%;t;;f5cca6e6-c8f6-4346-942a-549072cd3a23;0;0;0
FMA;20.801;Sortie gare Münchenwiler;21.101;;306;1;2017;2050;Soudée;CFF I;2017;Acier (bêches longues);2017;Aek;CFF Q1;t;t;f;t;t;f;f;;R 260;91%;t;f;30c72f9b-11a1-44b0-acf3-3337d5faf235;0;0;0
PC;94.443;Fin réfection / RCB 150;94.75;PN Vuarrat;307;1;2016;2049;Soudée;CFF I;2014;Acier (bêches longues);2014;Aek;CFF Q1;t;t;f;t;t;f;f;;R 260;88%;t;t;129fed98-a489-4680-8c7c-2d959d5a5dfc;0;0;0
CM;0;;0;;322;1;2020;2053;Soudée;CFF I;2020;Béton;2020;Ws;CFF Q1;t;t;f;t;t;f;f;;R 350 HT;;t;t;2bf24548-7302-40ca-b343-c1e30a29ab52;-730;-440;-20
;0;;0;;336;1;2022;2055;Soudée;CFF IV;2022;Béton;2022;;CFF Q1;;;;;;;;;;;;;0c122472-957f-4050-a0de-e66dc55cdf21;0;0;0
PC;92.92;;93.26;;342;1;2019;2052;Soudée;CFF I;2019;Acier (bêches longues);2014;Aek;CFF Q1;t;t;f;t;t;f;f;;R 350 HT;97%;t;t;424c2efb-ea28-421e-9a3a-4856875af768;-710;-350;-5
;0;;0;;356;0;0;0;;;0;;0;;;;;;;;;;;;;;;6c746409-e8f2-4b17-a9b3-f339c3282ff9;0;0;0
CM;0;;0;;359;1;2020;2053;Soudée;CFF IV;2019;Béton;2019;;CFF Q1;;;;;;;;;R 350 HT;;;;5bf9f374-6a2d-4870-9367-484afa155805;0;0;0
FMA;27.026;Montilier - Sugiez;27.385;Montilier - Sugiez;359;1;2004;2037;Soudée;CFF IV;2004;Acier (bêches courtes);2004;Aek;CFF Q1;t;f;f;f;t;t;t;;R 260;52%;;;9fbca5d1-9491-402e-a85e-f108735cd7a5;0;0;0
BR;7.672;Entrée Sâles;8.032;Sortie Sâles;360;1;2011;2044;Soudée;CFF IV;2011;Bois;2011;Ke;CFF Q1;t;t;f;t;t;f;f;Voie 2;R 260;73%;;;0b6e7989-7c9e-4cc8-a3d8-01038ffb29da;0;0;0
BR;7.672;Entrée Sâles;8.032;Sortie Sâles;360;1;2011;2044;Soudée;CFF IV;2011;Bois;2011;Ke;CFF Q1;t;t;f;t;t;f;f;Voie 1;R 260;73%;;;372a5daf-ada5-4fca-80ea-0529473657b8;0;0;0
BR;11.471;Entrée Vuisternens-Dt-Romont;11.835;Sorie Vuisternens-Dt-Romont;364;1;2011;2044;Soudée;CFF IV;2011;Bois;2011;Ke;CFF Q1;t;t;f;t;t;f;f;Voie 2;R 260;73%;f;;645d74a8-322c-456b-91d4-c977e88f2e18;0;0;0
BR;11.471;Entrée Vuisternens-Dt-Romont;11.835;Sorie Vuisternens-Dt-Romont;364;1;2011;2044;Soudée;CFF IV;2011;Bois;2011;Ke;CFF Q1;t;t;f;t;t;f;f;Voie 1;R 260;73%;f;;22f265b6-d6e9-450e-9b5d-463289b5e188;0;0;0
BR;0;;0;;389;1;2020;2053;Soudée;CFF IV;2019;Béton;2019;;CFF Q1;f;f;f;f;f;f;f;;R 350 HT;;f;f;1d6b9996-983d-4cd8-bcb5-cce8afcbc6be;0;0;0
CM;10.3;Pont Gissetta;10.698;Pont Mortivue;392;4;1977;2021;Soudée;UST 36;1977;Acier (bêches courtes);1977;Ae;Grandjean - Enney;t;f;f;f;t;t;t;;R 260;-30%;f;f;cc48786c-a49a-41f0-85ca-91e75e435bd9;0;0;0
;0;;0;;396;1;2022;2055;Soudée;CFF IV;2022;Béton;2022;;CFF Q1;;;;;;;;;;;;;1410e666-71cb-4c2b-932b-bfa4636e1662;0;0;0
FMA;16.965;Sortie Cressier après PN;17.365;Courbe zone industrielle;400;3;1995;2025;Soudée;CFF I;1995;Acier (bêches courtes);1995;Ae;CFF Q1;t;f;f;f;t;t;t;;R 260;24%;f;;dbb38fca-baa4-42ef-b8e4-d585d3d7e32c;0;0;0
CM;0;Montbovon;0;Montbovon;416;1;2018;2051;Soudée;CFF IV;2018;Béton;2018;Ws;CFF Q1;t;t;f;t;t;f;f;Voie 1;R 350 HT;94%;t;;18d66375-5cc0-471e-aeed-e17de129a314;0;0;0
FMA;5.796;Entrée Belfaux-Village;6.213;Sortie Belfaux-Village;417;1;2015;2048;Soudée;CFF IV;2015;Bois;2015;Ke;CFF Q1;t;t;f;t;t;f;f;Voie 2;R 260;85%;t;t;a8222c4a-a009-475c-a422-297c022b3e75;0;0;0
FMA;5.796;Entrée Belfaux-Village;6.213;Sortie Belfaux-Village;417;1;2015;2048;Soudée;CFF IV;2015;Bois;2015;Ke;CFF Q1;t;t;f;t;t;f;f;Voie 1;R 260;85%;t;t;48a2c270-c670-494c-b273-688954021e7a;0;0;0
CM;4.45;Pont du Dhaz;4.87;Pont du Dhaz;420;1;2014;2047;Soudée;CFF I;2014;Acier (bêches longues);2014;Aek;CFF Q1;t;f;t;f;t;t;f;;R 260;82%;;;57538839-fe08-4169-9c9a-a0e21fec4ba9;0;0;0
FMA;27.471;Entrée Sugiez;27.887;Sortie Sugiez après PN;423;2;1998;2031;Soudée;CFF I;1998;Bois;1998;K;CFF Q1;t;f;f;f;t;t;t;Sugiez;R 260;33%;;;1ce38c05-42f7-4bbd-9b74-c211b1a02bf5;0;0;0
FMA;24.894;Montilier / Après PN;25.332;Montilier - Sugiez;438;1;2004;2037;Soudée;CFF IV;2004;Acier (bêches courtes);2004;Aek;CFF Q1;t;f;f;f;t;t;t;;R 260;52%;;;3332ccd1-d3e6-4488-ba0d-e5a67119b448;0;0;0
FMA;12.038;Entrée Courtepin;12.485;Sortie Courtepin;447;1;2018;2051;Soudée;CFF IV;2018;Bois;2018;Ke;CFF Q1;t;t;f;t;t;f;f;Voie 1 / 190 m voie au niveau du quai vient montée au mois de mars 2019;R 350 HT;94%;t;f;94e31c7f-10fc-4797-a78d-c30a874bcb32;0;0;0
FMA;12.038;Entrée Courtepin;12.485;Sortie Courtepin;449;1;2018;2051;Soudée;CFF IV;2018;Bois;2018;Ke;CFF Q1;t;t;f;t;t;f;f;Voie 2;R 350 HT;94%;t;f;adf289ea-5a6e-4dcc-8c53-783bcd515a89;0;0;0
CM;12.96;Pont d'Amont;13.43;Les Ponts;470;3;1989;2021;Soudée;UST 36;1989;Acier (bêches courtes);1989;Ae;Grandjean - Enney;t;f;f;f;t;t;t;;R 260;6%;f;;7e9af933-06de-4a69-bc6b-e13146a547f6;0;0;0
CM;29.455;Sortie Grandvillard;31.27;Entrée Neirivue;472;3;1977;2021;Soudée;UST 36;1977;Acier (bêches courtes);1977;Ae;Grandjean - Enney;t;f;f;t;t;t;t;Changement de rail dans certaines courbes et neutralisation;R 260;-30%;;;22b84022-e644-45a1-bc60-0cbac4fffcfa;0;0;0
FMA;4.055;Givisiez;4.548;Givisiez;482;4;2018;2051;Eclissée;;2018;Béton;2018;Ws;CFF Q1;t;t;f;t;t;f;f;;R 350 HT;94%;t;f;aee1ae73-c4ac-453b-87c7-68fc6bca6354;0;0;0
CM;32.62;Halte d'Albeuve;33.112;La Tena;492;3;1974;2025;Soudée;UST 36;1974;Acier (bêches courtes);1974;Ae;Grandjean - Enney;t;f;f;f;t;t;t;Changement de rail dans certaines courbes et neutralisation;R 260;-39%;;;f1b3e450-6ff7-4672-9671-6cdc48c2e6c3;0;0;0
FMA;21.101;;21.611;;511;1;2017;2050;Soudée;CFF IV;2017;Acier (bêches longues);2017;Aek;CFF Q1;t;t;f;t;t;f;f;;R 260;91%;t;f;33fcb784-6b9f-4286-a016-7ec5afcd1cb2;0;0;0
BB;0;;0;;512;1;2022;2055;Soudée;CFF IV;2022;Béton;2022;;CFF Q1;f;f;f;f;f;f;f;;;;f;f;ca6d7dc2-6a15-471c-8f49-0c6026e973e3;0;0;0
PC;93.26;;93.775;PN de Tatroz;516;1;2016;2049;Soudée;CFF I;2014;Acier (bêches longues);2014;Aek;CFF Q1;t;t;f;t;t;f;f;;R 260;88%;t;f;f45e0ecd-c103-4240-93c9-b5cade3fc335;0;0;0
CM;9.77;Le Crêt / H;10.3;Pont Gissetta;530;4;1983;2021;Soudée;UST 36;0;Acier (bêches courtes);0;Ae;Grandjean - Enney;t;f;f;f;t;t;t;;R 260;-12%;f;f;efdec556-f12c-43be-bc01-d416e7860fc6;0;0;0
PC;93.91;Tatroz / H;94.443;Fin réfection / RCB 150;534;1;2019;2052;Soudée;CFF I;2019;Acier (bêches longues);2014;Aek;CFF Q1;t;t;f;f;t;f;f;;R 350 HT;97%;t;t;d02f7403-06b3-4a7f-a45b-79cfe854a74f;-710;-350;-5
CM;7.165;Praz Linliaz;7.7;entrée La Verrerie / Gare;535;3;1978;2011;Soudée;UST 36;1987;Acier (bêches courtes);1987;Ae;Grandjean - Enney;t;f;f;f;t;t;t;;R 260;-27%;f;f;a2d431a5-c81a-4dea-8de4-9db2010d4bf1;0;0;0
CM;0;;0;;558;1;2020;2053;Soudée;CFF I;2020;Béton;2020;Ws;CFF Q1;t;t;f;t;t;f;f;;R 350 HT;;t;t;502242c2-3cef-40fb-b226-f47d9b99ed89;-730;-440;-20
;0;;0;;568;1;2022;2055;Soudée;CFF IV;2022;Béton;2022;;CFF Q1;;;;;;;;;;;;;38722434-ec5b-4db5-a848-04c59c40cb7c;0;0;0
FMA;8.581;Entrée Pensier;9.152;Sortie Pensier;570;1;2016;2049;Soudée;CFF IV;2016;Bois;2016;Ke;CFF Q1;t;t;f;t;t;f;f;Voie 1;R 260;88%;t;f;1c3fb7b3-f77f-47bb-9e6e-3ae986064ce9;0;0;0
FMA;8.581;Entrée Pensier;9.152;Sortie Pensier;571;1;2016;2049;Soudée;CFF IV;2016;Bois;2016;Ke;CFF Q1;t;t;f;t;t;f;f;Voie 2;R 260;88%;t;f;4759e4aa-1fd5-4263-a855-15241bbd55ff;0;0;0
BR;0;;0;;580;1;2020;2053;Soudée;CFF IV;2019;Béton;2019;;CFF Q1;f;f;f;f;f;f;f;;R 350 HT;;f;f;745f24f8-209b-479c-b4e2-c3da2500422e;0;0;0
CM;21;La Tour de Trême / G;21.6;Secteur H 189;600;2;2003;2036;Soudée;CFF I;2003;Acier (bêches courtes);2003;K;Grandjean - Enney;t;t;f;t;t;f;t;Traverses avec selles soudées;R 260;48%;;;7b879673-15ae-4402-b60f-b5e6910e4857;0;0;0
BB;0;;0;;619;1;2023;2056;Soudée;CFF IV;2023;Béton;2023;;CFF Q1;f;f;f;f;f;f;f;;R 350 HT;;f;f;4b4ec5b8-3a7c-4f35-ae7b-eb01de187a40;0;0;0
CM;29.455;Sortie Grandvillard;31.27;Neirivue;641;3;1977;2021;Soudée;UST 36;1977;Acier (bêches courtes);1977;Ae;Grandjean - Enney;t;f;f;t;t;t;t;Changement de rail dans certaines courbes et neutralisation;R 260;;f;f;2b9b2bde-56af-4522-938f-221f0336001f;0;0;0
PC;94.768;PN Vuarrat;95.426;Remaufens / Au Moulin;653;1;2019;2052;Soudée;CFF I;2019;Acier (bêches longues);2014;Aek;CFF Q1;t;t;f;t;t;f;f;;R 350 HT;97%;t;t;28294718-c873-4d13-989b-04b142e75a9a;-710;-410;-10
FMA;9.418;Sortie courbe gare Pensier;10.08;Après PN la Crausaz;660;1;2008;2041;Soudée;CFF IV;2008;Acier (bêches longues);2008;Aek;CFF Q1;t;f;t;t;t;t;f;;R 260;64%;;;232bacd6-c9ee-4542-aacf-e055aab87ea6;0;0;0
CM;0;;0;;675;1;2022;2055;Soudée;CFF I;2022;Béton;2022;;CFF Q1;f;f;f;f;f;f;f;;;;f;f;df1aafc1-3705-435b-9707-9c77d439f716;0;0;0
CM;19.6;Sortie de Bulle;21;La Tour de Trême / G;680;1;2008;2041;Soudée;CFF I;2008;Acier (bêches longues);2008;Aek;Grandjean - Enney;t;t;t;f;t;t;t;;R 260;64%;;;3ba680e6-4c51-444f-8f78-62e2081630ed;0;0;0
CM;13.43;Les Ponts;14.123;Entrée Vaulruz-Sud;693;3;1989;2025;Soudée;UST 36;1989;Acier (bêches courtes);1989;Ae;Grandjean - Enney;t;f;f;t;t;t;t;;R 260;6%;f;f;2d005454-ac3e-46f0-93e4-28b58291a6f6;0;0;0
CM;16.471;PN Vuadens Rte cantonale;17.179;PI de Planches-Mailles;709;1;2020;2053;Soudée;CFF I;2020;Béton;2020;Ws;CFF Q1;t;t;f;t;t;f;f;;R 350 HT;;t;t;75556358-e46b-42f2-9477-2ba90d9df4c2;-730;-440;-20
CM;6.25;Sortie Semsales;7;Praz Linliaz;750;3;1978;2021;Soudée;UST 36;1978;Acier (bêches courtes);1978;Ae;Grandjean - Enney;t;f;f;f;t;t;t;;R 260;-27%;f;f;333027eb-07fc-4af7-9e8c-d14c7f2aaee5;0;0;0
CM;35.54;Pont de l'Hongrin;36.3;Entrée village Montbovon;760;4;1976;2025;Soudée;UST 36;1976;Acier (bêches courtes);1976;Ae;Grandjean - Enney;t;f;f;f;t;t;t;;R 260;-33%;f;f;a7a9dee8-89b4-4fdf-b39e-20334e05ec9d;0;0;0
FMA;4.548;Givisiez;5.426;Belfaux;878;1;2018;2051;Soudée;CFF IV;2018;Acier (bêches longues);2018;Aek;CFF Q1;t;t;f;t;t;f;f;;R 350 HT;94%;t;;be1905de-5a17-4768-8ac1-a00997e0e87b;0;0;0
BR;0;;0;;897;1;2019;2052;Soudée;CFF IV;2019;Béton;2019;;CFF Q1;f;f;f;f;f;f;f;;R 350 HT;;f;f;cda1dd07-91f0-4f3f-95ff-9f288a5c251d;0;0;0
CM;31.48;Neirivue;32.392;Albeuve;912;3;1977;2025;Soudée;UST 36;1977;Acier (bêches courtes);1977;Ae;Grandjean - Enney;t;f;f;t;t;t;t;Changement de rail dans certaines courbes et neutralisation;R 260;-30%;;;77e3199a-4e04-4c8f-8882-78ae3ab1507e;0;0;0
CM;0;;0;;923;1;2020;2053;Soudée;CFF I;2020;Béton;2020;Ws;CFF Q1;t;t;f;t;t;f;f;;R 350 HT;;t;t;14ae9c68-8942-433d-9280-e28c0ebf002e;-730;-440;-20
CM;11.953;;12.915;Pont d'Amont;962;3;1989;2021;Soudée;UST 36;1989;Acier (bêches courtes);1989;Ae;Grandjean - Enney;t;f;f;f;t;t;t;;R 260;6%;f;;09e7f23e-a003-4c38-8f88-bf0222dfffa1;0;0;0
CM;34.36;Lessoc / H;35.35;Pont de L'Hongrin;990;3;1976;2025;Soudée;UST 36;1976;Acier (bêches courtes);1976;Ae;Grandjean - Enney;t;f;f;t;t;t;t;Changement de rail dans certaines courbes et neutralisation;R 260;-33%;;;a6d88547-4742-4963-a17c-9331fba0cd71;0;0;0
FMA;7.5;La Corbaz;8.58;Entrée Pensier;1081;2;2001;2034;Soudée;CFF IV;2001;Acier (bêches courtes);2001;Aek;CFF Q1;t;f;f;t;t;t;t;;R 260;42%;;;bc14f2b6-c50a-45a8-9650-b5d2e6584ea3;0;0;0
FMA;6.408;PN Formangueires;7.5;La Corbaz;1092;3;1994;2027;Soudée;CFF I;1994;Acier (bêches courtes);1994;Ae;CFF Q1;t;f;f;t;t;t;t;;R 260;21%;f;f;b6b43287-003c-4d06-afc8-a2ed21a6baa5;0;0;0
CM;10.849;Pont Mortivue;11.953;;1104;3;1986;2021;Soudée;UST 36;1986;Acier (bêches courtes);1986;Ae;Grandjean - Enney;t;f;f;f;t;t;t;;R 260;-3%;f;f;4b975e1a-dffe-430c-9875-b2180302afce;0;0;0
CM;4.87;Pont du Dhaz;6.08;Entrée de Semsales;1223;3;1979;2020;Soudée;UST 36;1979;Acier (bêches courtes);1979;Ae;Grandjean - Enney;t;f;f;t;t;t;t;Neutralisation partielle en 2012;R 260;-24%;;;4123d144-f4b0-471f-a89c-2b469ab4beaa;0;0;0
CM;33.112;La Tena;34.36;Lessoc / H;1248;3;1975;2025;Soudée;UST 36;1975;Acier (bêches courtes);1975;Ae;Grandjean - Enney;t;f;f;f;t;t;t;;R 260;-36%;;;4cb0d7b3-849a-4d34-9b7f-da702ecc7989;0;0;0
FMA;17.365;Courbe zone industrielle;18.635;Avant Pont N°104;1268;2;2004;2037;Soudée;CFF IV;2004;Acier (bêches courtes);2004;Aek;CFF Q1;t;f;f;t;t;t;t;;R 260;52%;f;f;0618d657-8658-4670-82b2-1d60ea1d4575;0;0;0
FMA;18.635;Avant Pont N°104;19.915;PN la Pose;1281;4;1990;2023;Eclissée;CFF I;1990;Acier (bêches courtes);1990;Ae;CFF Q1;t;f;f;f;t;t;t;;R 260;9%;f;f;9da946ee-b6e7-4842-9d05-d81c2821d6f6;0;0;0
CM;17.187;PI de Planches-Mailles;18.6;Talon AV 31;1400;2;1990;2023;Soudée;UST 36;1990;Acier (bêches courtes);1990;Ae;Grandjean - Enney;t;f;f;t;t;t;t;;R 260;9%;f;f;37c13223-f1f6-41a9-82f6-6fadc0f89d36;0;0;0
BB;0;;0;;1404;1;2022;2055;Soudée;CFF IV;2022;Béton;2022;;CFF Q1;f;f;f;f;f;f;f;;;;f;f;6e94be22-5619-4643-8201-e99fbc3d9090;0;0;0
BB;0;;0;;1624;1;2022;2055;Soudée;CFF IV;2022;Béton;2022;;CFF Q1;f;f;f;f;f;f;f;;;;f;f;c12d63fb-942f-4f31-b99c-3137e283da6d;0;0;0
FMA;25.332;Montilier - Sugiez;27.026;Montilier - Sugiez;1694;1;2007;2040;Soudée;CFF IV;2007;Acier (bêches longues);2007;Aek;CFF Q1;t;f;f;f;t;t;t;;R 260;61%;;;ad2f169f-c8db-4606-a261-373ace45376d;0;0;0
CM;2.77;Prayoud / H;4.45;Pont du Dhaz;1710;3;1979;2020;Soudée;UST 36;0;Acier (bêches courtes);0;Ae;Grandjean - Enney;t;f;f;f;t;t;t;Neutralisation partielle en 2012;R 260;-24%;;;0d4fa9f7-1723-4e14-b238-f6d735916a62;0;0;0
FMA;10.08;Après PN la Crausaz;12.017;PN Ecole;1937;1;2008;2041;Soudée;CFF IV;2008;Acier (bêches longues);2008;Aek;CFF Q1;t;f;f;t;t;t;t;;R 260;64%;f;;7e0c056b-a38d-47b7-b2fc-5030d9a36be4;0;0;0
CM;7.77;Sortie la Verrerie;9.77;Le Crêt / H;2000;4;1983;2020;Soudée;UST 36;1983;Acier (bêches courtes);1983;Ae;Grandjean - Enney;t;f;f;f;t;t;t;;R 260;-12%;f;f;8dc45b7f-50e4-48f6-95c2-be16b035214f;0;0;0
CM;21.6;La Tour-de-Trême H189;23.86;Entrée Gruyères;2005;3;1981;2021;Soudée;UST 36;1981;Acier (bêches courtes);1981;Ae;Grandjean - Enney;t;f;f;t;t;t;t;;R 260;-18%;;;5cf3a3ac-31b2-49d8-9a12-a41761d9689e;0;0;0
CM;14.31;Sortie Vaulruz-Sud;16.407;Vuadens;2112;2;1991;2024;Soudée;UST 36;1991;Acier (bêches courtes);1991;Ae;Grandjean - Enney;t;f;f;t;t;t;t;;R 260;12%;f;f;edc1a83d-5419-4eee-b50e-63d545842bff;0;0;0
CM;0.1;Sortie gare de Châtel;2.77;Prayoud / H;2191;3;1979;2020;Soudée;UST 36;1979;Acier (bêches courtes);1979;Ae;Grandjean - Enney;t;f;f;f;t;t;t;;R 260;-24%;f;;56692166-7fa9-4f94-9936-fe4f6c35477f;0;0;0
BR;5.327;Vaulruz Nord;7.655;PN Sâles;2327;1;2007;2040;Soudée;CFF IV;2007;Acier (bêches longues);2007;Aek;CFF Q1;t;f;t;f;t;t;t;;R 260;61%;f;;6907d2bc-d48e-4eb9-b808-c9d5e19fc19d;0;0;0
CM;25.832;Estavannens / H;29.216;Entrée de Grandvillard;2467;3;1985;2030;Soudée;UST 36;1985;Acier (bêches courtes);1985;Ae;Grandjean - Enney;t;f;f;f;t;t;t;Changement de rail dans certaines courbes et neutralisation;R 260;-6%;f;f;07e62898-0403-4fad-8ddb-2243c60e990f;0;0;0
PC;90.4;Sortie Palézieux;92.92;Entrée Bossonnens;2575;1;2010;2043;Soudée;CFF I;2010;Acier (bêches longues);2010;Aek;CFF Q1;t;f;t;f;t;t;t;Traverses sous contrôle;R 260;70%;f;;db7a991c-8469-4782-9bb7-fc21a976f71e;0;0;0
FMA;22.018;Entrée Morat;24.8;Montilier / Bifurcation;2782;0;0;0;;;0;;0;;;f;f;f;f;f;f;f;Tronçon CFF;R 260;%;;;37430c14-edec-481a-a94d-b0f2b21b057b;0;0;0
BR;14.68;Mézières;17.49;Entrée Gare Romont;2810;2;2002;2035;Soudée;CFF IV;2002;Acier (bêches courtes);2002;Aek;CFF Q1;t;f;f;t;t;t;t;Bêche de sécuritée dans les rayons minimum;R 260;45%;;;1e7c112f-6ec1-4885-8fcb-c013e372578f;0;0;0
BR;11.835;Sortie Vuisternens-Dt-Romont;14.68;Mézières;2844;2;2007;2040;Soudée;CFF IV;2007;Acier (bêches longues);2007;Aek;CFF Q1;t;f;t;t;t;t;t;;R 260;61%;f;f;34c74715-377e-4ca0-a7b6-4da7c8194e0f;0;0;0
BR;1.866;Pont RN12;4.87;Avant la courbe Entrée Vaulruz Nord;3003;1;2014;2047;Soudée;CFF IV;2014;Acier (bêches longues);2014;Aek;CFF Q1;t;f;t;t;t;t;f;;R 260;82%;f;;08b65d3f-ebfa-4fbc-bc9b-366d64a36795;0;0;0
BR;8.032;Sortie Sâles;11.471;Entrée Vuisternens-Dt-Romont;3422;1;2007;2040;Soudée;CFF IV;2007;Acier (bêches longues);2007;Aek;CFF Q1;t;f;t;t;t;t;t;;R 260;61%;f;;cb759355-25e2-4e1a-aa81-027a64f31f11;0;0;0
FMA;28.174;Sortie de courbe Sugiez;31.833;Entrée Anet;3659;1;2010;2043;Soudée;CFF IV;2010;Acier (bêches longues);2010;Aek;CFF Q1;t;t;f;t;t;f;f;;R 260;70%;;;7da32540-0164-49d7-affa-465b9ec881a4;0;0;0
FMA;12.878;;16.684;Entrée Cressier;3804;2;2002;2035;Soudée;CFF IV;2002;Acier (bêches courtes);2002;Aek;CFF Q1;t;f;f;t;t;t;t;;R 260;45%;f;;bf01d0a7-3224-4967-ae81-1e0568c46e75;0;0;0
